head,relation,tail,label
DB12015,CELL_DRUG,HuCCT1,0
DB12015,CELL_DRUG,HuH-7,0
DB12015,CELL_DRUG,IGR-1,0
DB12015,CELL_DRUG,IMR-5,0
DB12015,CELL_DRUG,IST-MEL1,0
DB12015,CELL_DRUG,IST-MES1,0
DB12015,CELL_DRUG,JiyoyeP-2003,0
DB12015,CELL_DRUG,KALS-1,0
DB12015,CELL_DRUG,KARPAS-299,0
DB12015,CELL_DRUG,KATOIII,0
DB12015,CELL_DRUG,KG-1,0
DB12015,CELL_DRUG,KINGS-1,0
DB12015,CELL_DRUG,KMOE-2,0
DB12015,CELL_DRUG,HuP-T3,0
DB12015,CELL_DRUG,HuP-T4,0
DB12015,CELL_DRUG,HT-115,0
DB12015,CELL_DRUG,DMS-53,0
DB12015,CELL_DRUG,KU812,0
DB12015,CELL_DRUG,KU-19-19,0
DB12015,CELL_DRUG,KS-1,0
DB12015,CELL_DRUG,KP-N-YN,0
DB12015,CELL_DRUG,KYSE-180,0
DB12015,CELL_DRUG,L-428,0
DB12015,CELL_DRUG,L-540,0
DB12015,CELL_DRUG,LAMA-84,0
DB12015,CELL_DRUG,LC4-1,0
DB12015,CELL_DRUG,LNCaP-Clone-FGC,0
DB12015,CELL_DRUG,LoVo,0
DB12015,CELL_DRUG,LP-1,0
DB12015,CELL_DRUG,LS-123,0
DB12015,CELL_DRUG,LS-411N,0
DB12015,CELL_DRUG,LS-513,0
DB12015,CELL_DRUG,LU-99A,0
DB12015,CELL_DRUG,MDA-MB-468,0
DB12015,CELL_DRUG,MEL-JUSO,0
DB12015,CELL_DRUG,MEG-01,0
DB12015,CELL_DRUG,MES-SA,0
DB12015,CELL_DRUG,Mewo,0
DB12015,CELL_DRUG,MFE-296,0
DB12015,CELL_DRUG,MG-63,0
DB12015,CELL_DRUG,MHH-ES-1,0
DB12015,CELL_DRUG,MHH-PREB-1,0
DB12015,CELL_DRUG,MKN28,0
DB12015,CELL_DRUG,MN-60,0
DB12015,CELL_DRUG,MOG-G-CCM,0
DB12015,CELL_DRUG,MOG-G-UVW,0
DB12015,CELL_DRUG,MOLT-13,0
DB12015,CELL_DRUG,Mo-T,0
DB12015,CELL_DRUG,MPP-89,0
DB12015,CELL_DRUG,MRK-nu-1,0
DB12015,CELL_DRUG,MSTO-211H,0
DB12015,CELL_DRUG,NCI-H520,0
DB12015,CELL_DRUG,SNU-1,0
DB12015,CELL_DRUG,SNU-5,0
DB12015,CELL_DRUG,SNU-16,0
DB12015,CELL_DRUG,NH-12,0
DB12015,CELL_DRUG,NKM-1,0
DB12015,CELL_DRUG,NUGC-3,0
DB12015,CELL_DRUG,NCI-H716,0
DB12015,CELL_DRUG,NCI-H441,0
DB12015,CELL_DRUG,NCI-H2452,0
DB12015,CELL_DRUG,NCI-H1793,0
DB12015,CELL_DRUG,NCI-H358,0
DB12015,CELL_DRUG,NCI-H1155,0
DB12015,CELL_DRUG,NCI-H28,0
DB12015,CELL_DRUG,NCI-H1581,0
DB12015,CELL_DRUG,NCI-H1573,0
DB12015,CELL_DRUG,NCI-H1993,0
DB12015,CELL_DRUG,ONS-76,0
DB12015,CELL_DRUG,OS-RC-2,0
DB12015,CELL_DRUG,OC-314,0
DB12015,CELL_DRUG,Raji,0
DB12015,CELL_DRUG,RCM-1,0
DB12015,CELL_DRUG,RF-48,0
DB12015,CELL_DRUG,RMG-I,0
DB12015,CELL_DRUG,SH-4,0
DB12015,CELL_DRUG,SJSA-1,0
DB12015,CELL_DRUG,SK-HEP-1,0
DB12015,CELL_DRUG,SK-LMS-1,0
DB12015,CELL_DRUG,SK-LU-1,0
DB12015,CELL_DRUG,SKM-1,0
DB12015,CELL_DRUG,SK-MEL-1,0
DB12015,CELL_DRUG,SK-MEL-24,0
DB12015,CELL_DRUG,SK-MES-1,0
DB12015,CELL_DRUG,SK-PN-DW,0
DB12015,CELL_DRUG,SK-UT-1,0
DB12015,CELL_DRUG,SNG-M,0
DB12015,CELL_DRUG,SNU-423,0
DB12015,CELL_DRUG,SNU-449,0
DB12015,CELL_DRUG,SNU-C2B,0
DB12015,CELL_DRUG,SW1088,0
DB12015,CELL_DRUG,SW1116,0
DB12015,CELL_DRUG,SW1417,0
DB12015,CELL_DRUG,SW1463,0
DB12015,CELL_DRUG,SW1710,0
DB12015,CELL_DRUG,SW1783,0
DB12015,CELL_DRUG,SW626,0
DB12015,CELL_DRUG,SW684,0
DB12015,CELL_DRUG,SW837,0
DB12015,CELL_DRUG,SW872,0
DB12015,CELL_DRUG,SW982,0
DB12015,CELL_DRUG,TGBC1TKB,0
DB12015,CELL_DRUG,TUR,0
DB12015,CELL_DRUG,TYK-nu,0
DB12015,CELL_DRUG,U-2-OS,0
DB12015,CELL_DRUG,UMC-11,0
DB12015,CELL_DRUG,VM-CUB-1,0
DB12015,CELL_DRUG,VMRC-RCZ,0
DB12015,CELL_DRUG,WM-115,0
DB12015,CELL_DRUG,YAPC,0
DB12015,CELL_DRUG,RCC10RGB,0
DB12015,CELL_DRUG,KURAMOCHI,0
DB12015,CELL_DRUG,KM-H2,0
DB12015,CELL_DRUG,HuO-3N1,0
DB12015,CELL_DRUG,Ramos-2G6-4C10,0
DB12015,CELL_DRUG,PSN1,0
DB12015,CELL_DRUG,CW-2,0
DB12015,CELL_DRUG,CGTH-W-1,0
DB12015,CELL_DRUG,COLO-678,0
DB12015,CELL_DRUG,COLO-668,0
DB12015,CELL_DRUG,LN-405,0
DB12015,CELL_DRUG,C2BBe1,0
DB12015,CELL_DRUG,AsPC-1,0
DB12015,CELL_DRUG,CA46,0
DB12015,CELL_DRUG,BV-173,0
DB12015,CELL_DRUG,IA-LM,0
DB12015,CELL_DRUG,A204,0
DB12015,CELL_DRUG,NY,0
DB12015,CELL_DRUG,C3A,0
DB12015,CELL_DRUG,A427,0
DB12015,CELL_DRUG,CAL-85-1,0
DB12015,CELL_DRUG,CHL-1,0
DB12015,CELL_DRUG,NCI-H1651,0
DB12015,CELL_DRUG,RPMI-7951,0
DB12015,CELL_DRUG,SNU-C1,0
DB12015,CELL_DRUG,ST486,0
DB12015,CELL_DRUG,SW1990,0
DB12015,CELL_DRUG,SCC-15,0
DB12015,CELL_DRUG,CAPAN-2,0
DB12015,CELL_DRUG,CAL-27,0
DB12015,CELL_DRUG,A101D,0
DB12015,CELL_DRUG,769-P,0
DB12015,CELL_DRUG,CAL-51,0
DB12015,CELL_DRUG,SCC-3,0
DB12015,CELL_DRUG,GAK,0
DB12015,CELL_DRUG,AM-38,0
DB12015,CELL_DRUG,COR-L279,0
DB12015,CELL_DRUG,CHP-134,0
DB12015,CELL_DRUG,CAS-1,0
DB12015,CELL_DRUG,MFM-223,0
DB12015,CELL_DRUG,CAL-54,0
DB12015,CELL_DRUG,EFO-21,0
DB12015,CELL_DRUG,LS-1034,0
DB12015,CELL_DRUG,8505C,0
DB12015,CELL_DRUG,B-CPAP,0
DB12015,CELL_DRUG,HDLM-2,0
DB12015,CELL_DRUG,HTC-C3,0
DB12015,CELL_DRUG,KLE,0
DB12015,CELL_DRUG,MDA-MB-415,0
DB12015,CELL_DRUG,NCI-H250,0
DB12015,CELL_DRUG,MKN7,0
DB12015,CELL_DRUG,MDA-MB-157,0
DB12015,CELL_DRUG,NCI-H810,0
DB12015,CELL_DRUG,MFH-ino,0
DB12015,CELL_DRUG,PANC-03-27,0
DB12015,CELL_DRUG,PANC-08-13,0
DB12015,CELL_DRUG,PANC-10-05,0
DB12015,CELL_DRUG,RL95-2,0
DB12015,CELL_DRUG,RO82-W-1,0
DB12015,CELL_DRUG,SiHa,0
DB12015,CELL_DRUG,SKG-IIIa,0
DB12015,CELL_DRUG,TT,0
DB12015,CELL_DRUG,TE-9,0
DB12015,CELL_DRUG,TE-12,0
DB12015,CELL_DRUG,TC-YIK,0
DB12015,CELL_DRUG,OAW-28,0
DB12015,CELL_DRUG,D-263MG,0
DB12015,CELL_DRUG,D-392MG,0
DB12015,CELL_DRUG,CAMA-1,0
DB12015,CELL_DRUG,Caov-4,0
DB12015,CELL_DRUG,BT-483,0
DB12015,CELL_DRUG,M059J,0
DB12015,CELL_DRUG,ES4,0
DB12015,CELL_DRUG,EW-13,0
DB12015,CELL_DRUG,NB7,0
DB12015,CELL_DRUG,NB14,0
DB12015,CELL_DRUG,RH-1,0
DB12015,CELL_DRUG,LS-180,0
DB12015,CELL_DRUG,BICR78,0
DB12015,CELL_DRUG,CL-40,0
DB12015,CELL_DRUG,EN,0
DB12015,CELL_DRUG,ES-2,0
DB12015,CELL_DRUG,FU-OV-1,0
DB12015,CELL_DRUG,NCI-H2591,0
DB12015,CELL_DRUG,NCI-H2595,0
DB12015,CELL_DRUG,NCI-H2731,0
DB12015,CELL_DRUG,NCI-H2803,0
DB12015,CELL_DRUG,NCI-H2804,0
DB12015,CELL_DRUG,NCI-H2810,0
DB12015,CELL_DRUG,NCI-H2869,0
DB12015,CELL_DRUG,NCI-H513,0
DB12015,CELL_DRUG,HCC-15,0
DB12015,CELL_DRUG,HCC-827,0
DB12015,CELL_DRUG,Hs-633T,0
DB12015,CELL_DRUG,Hs-746T,0
DB12015,CELL_DRUG,IGR-37,0
DB12015,CELL_DRUG,IHH-4,0
DB12015,CELL_DRUG,JHH-2,0
DB12015,CELL_DRUG,JHH-4,0
DB12015,CELL_DRUG,JHH-6,0
DB12015,CELL_DRUG,JHH-7,0
DB12015,CELL_DRUG,KYM-1,0
DB12015,CELL_DRUG,LN-18,0
DB12015,CELL_DRUG,LN-229,0
DB12015,CELL_DRUG,MDA-MB-436,0
DB12015,CELL_DRUG,MDST8,0
DB12015,CELL_DRUG,MFE-319,0
DB12015,CELL_DRUG,MS751,0
DB12015,CELL_DRUG,NCI-H1869,0
DB12015,CELL_DRUG,NCI-H1915,0
DB12015,CELL_DRUG,NCI-H1944,0
DB12015,CELL_DRUG,NCI-H196,0
DB12015,CELL_DRUG,NCI-H211,0
DB12015,CELL_DRUG,NCI-H841,0
DB12015,CELL_DRUG,OSC-20,0
DB12015,CELL_DRUG,OV-90,0
DB12015,CELL_DRUG,OVKATE,0
DB12015,CELL_DRUG,OVMIU,0
DB12015,CELL_DRUG,PA-TU-8988T,0
DB12015,CELL_DRUG,PC-3_[JPC-3],0
DB12015,CELL_DRUG,PL18,0
DB12015,CELL_DRUG,SISO,0
DB12015,CELL_DRUG,SKN,0
DB12015,CELL_DRUG,SNU-182,0
DB12015,CELL_DRUG,SNU-398,0
DB12015,CELL_DRUG,SU8686,0
DB12015,CELL_DRUG,SUIT-2,0
DB12015,CELL_DRUG,TC-71,0
DB12015,CELL_DRUG,TOV-21G,0
DB12015,CELL_DRUG,TT2609-C02,0
DB12015,CELL_DRUG,WM278,0
DB12015,CELL_DRUG,SUP-B15,0
DB12015,CELL_DRUG,H3255,0
DB12015,CELL_DRUG,ASH-3,0
DB12015,CELL_DRUG,CAL-78,0
DB12015,CELL_DRUG,CL-11,0
DB12015,CELL_DRUG,CL-34,0
DB12015,CELL_DRUG,CS1,0
DB12015,CELL_DRUG,NCI-H2369,0
DB12015,CELL_DRUG,NCI-H2373,0
DB12015,CELL_DRUG,NCI-H2461,0
DB12015,CELL_DRUG,NCI-H2722,0
DB12015,CELL_DRUG,NCI-H2818,0
DB12015,CELL_DRUG,HCC1428,0
DB12015,CELL_DRUG,ALL-SIL,0
DB12015,CELL_DRUG,DND-41,0
DB12015,CELL_DRUG,HeLa,0
DB12015,CELL_DRUG,HPAC,0
DB12015,CELL_DRUG,Hs-766T,0
DB12015,CELL_DRUG,huH-1,0
DB12015,CELL_DRUG,JHH-1,0
DB12015,CELL_DRUG,JIMT-1,0
DB12015,CELL_DRUG,KMRC-1,0
DB12015,CELL_DRUG,KMRC-20,0
DB12015,CELL_DRUG,KP-1N,0
DB12015,CELL_DRUG,KP-2,0
DB12015,CELL_DRUG,KP-3,0
DB12015,CELL_DRUG,KYSE-50,0
DB12015,CELL_DRUG,LC-1-sq,0
DB12015,CELL_DRUG,NCI-H1435,0
DB12015,CELL_DRUG,NCI-H1568,0
DB12015,CELL_DRUG,NCI-H1688,0
DB12015,CELL_DRUG,NCI-H1781,0
DB12015,CELL_DRUG,NCI-H2135,0
DB12015,CELL_DRUG,NUGC-4,0
DB12015,CELL_DRUG,OCUM-1,0
DB12015,CELL_DRUG,OE21,0
DB12015,CELL_DRUG,OVTOKO,0
DB12015,CELL_DRUG,PANC-02-03,0
DB12015,CELL_DRUG,PANC-04-03,0
DB12015,CELL_DRUG,PA-TU-8902,0
DB12015,CELL_DRUG,PCI-30,0
DB12015,CELL_DRUG,PL4,0
DB12015,CELL_DRUG,QGP-1,0
DB12015,CELL_DRUG,RERF-LC-KJ,0
DB12015,CELL_DRUG,RKN,0
DB12015,CELL_DRUG,SCC90,0
DB12015,CELL_DRUG,SKN-3,0
DB12015,CELL_DRUG,SW1271,0
DB12015,CELL_DRUG,TOV-112D,0
DB12015,CELL_DRUG,VCaP,0
DB12015,CELL_DRUG,WM35,0
DB12015,CELL_DRUG,WM793B,0
DB12015,CELL_DRUG,GRANTA-519,0
DB12015,CELL_DRUG,HCC1500,0
DB12015,CELL_DRUG,CHSA8926,0
DB12015,CELL_DRUG,Hs-445,0
DB12015,CELL_DRUG,JJN-3,0
DB12015,CELL_DRUG,JSC-1,0
DB12015,CELL_DRUG,JURL-MK1,0
DB12015,CELL_DRUG,KARPAS-231,0
DB12015,CELL_DRUG,KCL-22,0
DB12015,CELL_DRUG,ME-1,0
DB12015,CELL_DRUG,NCI-H1341,0
DB12015,CELL_DRUG,OCI-M1,0
DB12015,CELL_DRUG,PWR-1E,0
DB12015,CELL_DRUG,RC-K8,0
DB12015,CELL_DRUG,SU-DHL-8,0
DB12015,CELL_DRUG,SUP-HD1,0
DB12015,CELL_DRUG,SUP-M2,0
DB12015,CELL_DRUG,TK,0
DB12015,CELL_DRUG,VAL,0
DB12015,CELL_DRUG,WIL2-NS,0
DB12015,CELL_DRUG,Hey,0
DB12015,CELL_DRUG,OV-56,0
DB12015,CELL_DRUG,OVK-18,0
DB12015,CELL_DRUG,PEO1,0
DB12015,CELL_DRUG,FLO-1,0
DB12015,CELL_DRUG,OACM5-1,0
DB12015,CELL_DRUG,ESO26,0
DB12015,CELL_DRUG,ESO51,0
DB12015,CELL_DRUG,TE-4,0
DB12015,CELL_DRUG,NCC010,0
DB12015,CELL_DRUG,RCC-JW,0
DB12015,CELL_DRUG,SNU-1040,0
DB12015,CELL_DRUG,SNU-175,0
DB12015,CELL_DRUG,SNU-61,0
DB12015,CELL_DRUG,SNU-81,0
DB12015,CELL_DRUG,SNU-C5,0
DB12015,CELL_DRUG,HCC2218,0
DB01097,CELL_DRUG,MC-CAR,0
DB01097,CELL_DRUG,PFSK-1,0
DB01097,CELL_DRUG,A673,0
DB01097,CELL_DRUG,ES5,0
DB01097,CELL_DRUG,ES7,0
DB01097,CELL_DRUG,EW-11,0
DB01097,CELL_DRUG,SK-ES-1,0
DB01097,CELL_DRUG,COLO-829,0
DB01097,CELL_DRUG,5637,0
DB01097,CELL_DRUG,RT4,0
DB01097,CELL_DRUG,SW780,0
DB01097,CELL_DRUG,TCCSUP,0
DB01097,CELL_DRUG,C-33-A,0
DB01097,CELL_DRUG,C-4-I,0
DB01097,CELL_DRUG,ME-180,0
DB01097,CELL_DRUG,42-MG-BA,0
DB01097,CELL_DRUG,8-MG-BA,0
DB01097,CELL_DRUG,A172,0
DB01097,CELL_DRUG,GB-1,0
DB01097,CELL_DRUG,T98G,0
DB01097,CELL_DRUG,U-118-MG,0
DB01097,CELL_DRUG,U-87-MG,0
DB01097,CELL_DRUG,NCI-H720,0
DB01097,CELL_DRUG,Calu-3,0
DB01097,CELL_DRUG,COR-L23,0
DB01097,CELL_DRUG,LK-2,0
DB01097,CELL_DRUG,NCI-H1623,0
DB01097,CELL_DRUG,NCI-H1650,0
DB01097,CELL_DRUG,NCI-H1693,0
DB01097,CELL_DRUG,NCI-H2085,0
DB01097,CELL_DRUG,NCI-H2170,0
DB01097,CELL_DRUG,NCI-H2228,0
DB01097,CELL_DRUG,NCI-H2405,0
DB01097,CELL_DRUG,NCI-H661,0
DB01097,CELL_DRUG,COR-L311,0
DB01097,CELL_DRUG,DMS-114,0
DB01097,CELL_DRUG,DMS-273,0
DB01097,CELL_DRUG,NCI-H1048,0
DB01097,CELL_DRUG,NCI-H1092,0
DB01097,CELL_DRUG,NCI-H1417,0
DB01097,CELL_DRUG,NCI-H1694,0
DB01097,CELL_DRUG,NCI-H1963,0
DB01097,CELL_DRUG,NCI-H2029,0
DB01097,CELL_DRUG,NCI-H209,0
DB01097,CELL_DRUG,NCI-H2141,0
DB01097,CELL_DRUG,NCI-H2227,0
DB01097,CELL_DRUG,NCI-H345,0
DB01097,CELL_DRUG,NCI-H446,0
DB01097,CELL_DRUG,NCI-H526,0
DB01097,CELL_DRUG,NCI-H82,0
DB01097,CELL_DRUG,NCI-H2052,0
DB01097,CELL_DRUG,SK-N-DZ,0
DB01097,CELL_DRUG,VA-ES-BJ,0
DB01097,CELL_DRUG,VMRC-LCD,0
DB01097,CELL_DRUG,LU-139,0
DB01097,CELL_DRUG,SBC-5,0
DB01097,CELL_DRUG,LU-135,0
DB01097,CELL_DRUG,NCI-H2122,0
DB01097,CELL_DRUG,NCI-H650,0
DB01097,CELL_DRUG,NCI-H929,0
DB01097,CELL_DRUG,SK-N-AS,0
DB01097,CELL_DRUG,NCI-H1299,0
DB01097,CELL_DRUG,NCI-H2087,0
DB01097,CELL_DRUG,SW756,0
DB01097,CELL_DRUG,NCI-H727,0
DB01097,CELL_DRUG,Calu-6,0
DB01097,CELL_DRUG,LU-65,0
DB01097,CELL_DRUG,NCI-H1355,0
DB01097,CELL_DRUG,NCI-H1792,0
DB01097,CELL_DRUG,HPAF-II,0
DB01097,CELL_DRUG,MIA-PaCa-2,0
DB01097,CELL_DRUG,SHP-77,0
DB01097,CELL_DRUG,SW1573,0
DB01097,CELL_DRUG,SW900,0
DB01097,CELL_DRUG,TE-5,0
DB01097,CELL_DRUG,HCC1954,0
DB01097,CELL_DRUG,HCC1143,0
DB01097,CELL_DRUG,HCC1187,0
DB01097,CELL_DRUG,HCC1937,0
DB01097,CELL_DRUG,HCC2157,0
DB01097,CELL_DRUG,HCC38,0
DB01097,CELL_DRUG,BB49-HNC,0
DB01097,CELL_DRUG,Ca9-22,0
DB01097,CELL_DRUG,CADO-ES1,0
DB01097,CELL_DRUG,CAL-33,0
DB01097,CELL_DRUG,CP66-MEL,0
DB01097,CELL_DRUG,CPC-N,0
DB01097,CELL_DRUG,CTV-1,0
DB01097,CELL_DRUG,DMS-79,0
DB01097,CELL_DRUG,DSH1,0
DB01097,CELL_DRUG,EBC-1,0
DB01097,CELL_DRUG,EC-GI-10,0
DB01097,CELL_DRUG,EPLC-272H,0
DB01097,CELL_DRUG,HA7-RCC,0
DB01097,CELL_DRUG,HSC-2,0
DB01097,CELL_DRUG,IM-9,0
DB01097,CELL_DRUG,IST-SL2,0
DB01097,CELL_DRUG,J82,0
DB01097,CELL_DRUG,KNS-62,0
DB01097,CELL_DRUG,KP-4,0
DB01097,CELL_DRUG,KYSE-140,0
DB01097,CELL_DRUG,KYSE-410,0
DB01097,CELL_DRUG,KYSE-520,0
DB01097,CELL_DRUG,KYSE-70,0
DB01097,CELL_DRUG,LB771-HNC,0
DB01097,CELL_DRUG,LB831-BLC,0
DB01097,CELL_DRUG,LB996-RCC,0
DB01097,CELL_DRUG,LCLC-103H,0
DB01097,CELL_DRUG,LU-165,0
DB01097,CELL_DRUG,LXF-289,0
DB01097,CELL_DRUG,MS-1,0
DB01097,CELL_DRUG,NCI-H1563,0
DB01097,CELL_DRUG,PC-14,0
DB01097,CELL_DRUG,SBC-3,0
DB01097,CELL_DRUG,SK-MM-2,0
DB01097,CELL_DRUG,TE-15,0
DB01097,CELL_DRUG,U-266,0
DB01097,CELL_DRUG,BE2-M17,0
DB01097,CELL_DRUG,KELLY,0
DB01097,CELL_DRUG,SIMA,0
DB01097,CELL_DRUG,TE-1,0
DB01097,CELL_DRUG,TE-8,0
DB01097,CELL_DRUG,CAPAN-1,0
DB01097,CELL_DRUG,OVCAR-3,0
DB01097,CELL_DRUG,PC-3,0
DB01097,CELL_DRUG,DU-145,0
DB01097,CELL_DRUG,HCT-116,0
DB01097,CELL_DRUG,HCT-15,0
DB01097,CELL_DRUG,HL-60,0
DB01097,CELL_DRUG,HT-29,0
DB01097,CELL_DRUG,K-562,0
DB01097,CELL_DRUG,NCI-H226,0
DB01097,CELL_DRUG,NCI-H23,0
DB01097,CELL_DRUG,NCI-H522,0
DB01097,CELL_DRUG,T47D,0
DB01097,CELL_DRUG,MCF7,0
DB01097,CELL_DRUG,786-0,0
DB01097,CELL_DRUG,A498,0
DB01097,CELL_DRUG,A549,0
DB01097,CELL_DRUG,ACHN,0
DB01097,CELL_DRUG,BT-549,0
DB01097,CELL_DRUG,CCRF-CEM,0
DB01097,CELL_DRUG,SK-MEL-2,0
DB01097,CELL_DRUG,SK-MEL-5,0
DB01097,CELL_DRUG,Hs-578-T,0
DB01097,CELL_DRUG,MOLT-4,0
DB01097,CELL_DRUG,SK-OV-3,0
DB01097,CELL_DRUG,MDA-MB-231,0
DB01097,CELL_DRUG,COLO-205,0
DB01097,CELL_DRUG,SW620,0
DB01097,CELL_DRUG,RPMI-8226,0
DB01097,CELL_DRUG,NCI-H322M,0
DB01097,CELL_DRUG,IGROV-1,0
DB01097,CELL_DRUG,OVCAR-5,0
DB01097,CELL_DRUG,EKVX,0
DB01097,CELL_DRUG,HCC2998,0
DB01097,CELL_DRUG,HOP-62,0
DB01097,CELL_DRUG,HOP-92,0
DB01097,CELL_DRUG,LOXIMVI,0
DB01097,CELL_DRUG,M14,0
DB01097,CELL_DRUG,UACC-62,0
DB01097,CELL_DRUG,UACC-257,0
DB01097,CELL_DRUG,RXF393,0
DB01097,CELL_DRUG,SN12C,0
DB01097,CELL_DRUG,TK10,0
DB01097,CELL_DRUG,U251,0
DB01097,CELL_DRUG,SF539,0
DB01097,CELL_DRUG,SF268,0
DB01097,CELL_DRUG,KM12,0
DB01097,CELL_DRUG,OVCAR-4,0
DB01097,CELL_DRUG,OVCAR-8,0
DB01097,CELL_DRUG,BxPC-3,0
DB01097,CELL_DRUG,BHT-101,0
DB01097,CELL_DRUG,Becker,0
DB01097,CELL_DRUG,BE-13,0
DB01097,CELL_DRUG,ARH-77,0
DB01097,CELL_DRUG,AGS,0
DB01097,CELL_DRUG,ABC-1,0
DB01097,CELL_DRUG,A2058,0
DB01097,CELL_DRUG,A375,0
DB01097,CELL_DRUG,A253,0
DB01097,CELL_DRUG,8305C,0
DB01097,CELL_DRUG,647-V,0
DB01097,CELL_DRUG,639-V,0
DB01097,CELL_DRUG,697,0
DB01097,CELL_DRUG,BT-20,0
DB01097,CELL_DRUG,A2780,0
DB01097,CELL_DRUG,COR-L105,0
DB01097,CELL_DRUG,COLO-824,0
DB01097,CELL_DRUG,COLO-792,0
DB01097,CELL_DRUG,COLO-680N,0
DB01097,CELL_DRUG,COLO-679,0
DB01097,CELL_DRUG,CHP-212,0
DB01097,CELL_DRUG,CFPAC-1,0
DB01097,CELL_DRUG,Ca-Ski,0
DB01097,CELL_DRUG,CAL-120,0
DB01097,CELL_DRUG,CAL-72,0
DB01097,CELL_DRUG,CAL-62,0
DB01097,CELL_DRUG,C32,0
DB01097,CELL_DRUG,Daudi,0
DB01097,CELL_DRUG,DB,0
DB01097,CELL_DRUG,Daoy,0
DB01097,CELL_DRUG,D-283MED,0
DB01097,CELL_DRUG,DBTRG-05MG,0
DB01097,CELL_DRUG,Detroit562,0
DB01097,CELL_DRUG,DG-75,0
DB01097,CELL_DRUG,DK-MG,0
DB01097,CELL_DRUG,DOHH-2,0
DB01097,CELL_DRUG,DoTc2-4510,0
DB01097,CELL_DRUG,DU-4475,0
DB01097,CELL_DRUG,EB2,0
DB01097,CELL_DRUG,EB-3,0
DB01097,CELL_DRUG,ECC10,0
DB01097,CELL_DRUG,ECC12,0
DB01097,CELL_DRUG,EFM-19,0
DB01097,CELL_DRUG,EFO-27,0
DB01097,CELL_DRUG,EGI-1,0
DB01097,CELL_DRUG,EM-2,0
DB01097,CELL_DRUG,EoL-1-cell,0
DB01097,CELL_DRUG,ETK-1,0
DB01097,CELL_DRUG,EVSA-T,0
DB01097,CELL_DRUG,FADU,0
DB01097,CELL_DRUG,FTC-133,0
DB01097,CELL_DRUG,G-361,0
DB01097,CELL_DRUG,GAMG,0
DB01097,CELL_DRUG,GCIY,0
DB01097,CELL_DRUG,GDM-1,0
DB01097,CELL_DRUG,GI-1,0
DB01097,CELL_DRUG,GI-ME-N,0
DB01097,CELL_DRUG,GMS-10,0
DB01097,CELL_DRUG,GOTO,0
DB01097,CELL_DRUG,GR-ST,0
DB01097,CELL_DRUG,GCT,0
DB01097,CELL_DRUG,ESS-1,0
DB01097,CELL_DRUG,H4,0
DB01097,CELL_DRUG,H9,0
DB01097,CELL_DRUG,HC-1,0
DB01097,CELL_DRUG,HCC1419,0
DB01097,CELL_DRUG,HCC1569,0
DB01097,CELL_DRUG,HCC1806,0
DB01097,CELL_DRUG,HCC70,0
DB01097,CELL_DRUG,HD-MY-Z,0
DB01097,CELL_DRUG,HEC-1,0
DB01097,CELL_DRUG,HEL,0
DB01097,CELL_DRUG,HGC-27,0
DB01097,CELL_DRUG,HH,0
DB01097,CELL_DRUG,HLE,0
DB01097,CELL_DRUG,HMV-II,0
DB01097,CELL_DRUG,HOS,0
DB01097,CELL_DRUG,HSC-3,0
DB01097,CELL_DRUG,HSC-4,0
DB01097,CELL_DRUG,HT-1080,0
DB01097,CELL_DRUG,HT-1197,0
DB01097,CELL_DRUG,HT-1376,0
DB01097,CELL_DRUG,HT-144,0
DB01097,CELL_DRUG,HT-3,0
DB01097,CELL_DRUG,HuCCT1,0
DB01097,CELL_DRUG,HuH-7,0
DB01097,CELL_DRUG,HuO9,0
DB01097,CELL_DRUG,HuTu-80,0
DB01097,CELL_DRUG,IGR-1,0
DB01097,CELL_DRUG,IST-MES1,0
DB01097,CELL_DRUG,JVM-2,0
DB01097,CELL_DRUG,JVM-3,0
DB01097,CELL_DRUG,KALS-1,0
DB01097,CELL_DRUG,KARPAS-45,0
DB01097,CELL_DRUG,KARPAS-422,0
DB01097,CELL_DRUG,KASUMI-1,0
DB01097,CELL_DRUG,KATOIII,0
DB01097,CELL_DRUG,KE-37,0
DB01097,CELL_DRUG,KG-1,0
DB01097,CELL_DRUG,KINGS-1,0
DB01097,CELL_DRUG,KMOE-2,0
DB01097,CELL_DRUG,KMS-12-BM,0
DB01097,CELL_DRUG,HuP-T3,0
DB01097,CELL_DRUG,HuP-T4,0
DB01097,CELL_DRUG,HT55,0
DB01097,CELL_DRUG,HT-115,0
DB01097,CELL_DRUG,H-EMC-SS,0
DB01097,CELL_DRUG,GP5d,0
DB01097,CELL_DRUG,DMS-53,0
DB01097,CELL_DRUG,G-402,0
DB01097,CELL_DRUG,G-401,0
DB01097,CELL_DRUG,KY821,0
DB01097,CELL_DRUG,KU812,0
DB01097,CELL_DRUG,KU-19-19,0
DB01097,CELL_DRUG,KS-1,0
DB01097,CELL_DRUG,KP-N-YN,0
DB01097,CELL_DRUG,KYSE-180,0
DB01097,CELL_DRUG,KYSE-270,0
DB01097,CELL_DRUG,KYSE-450,0
DB01097,CELL_DRUG,L-428,0
DB01097,CELL_DRUG,L-540,0
DB01097,CELL_DRUG,LAMA-84,0
DB01097,CELL_DRUG,LC4-1,0
DB01097,CELL_DRUG,LNCaP-Clone-FGC,0
DB01097,CELL_DRUG,LOUCY,0
DB01097,CELL_DRUG,LoVo,0
DB01097,CELL_DRUG,LP-1,0
